text,tamil,english,tamil_romanized
ఉత్తరాఖండ్ లోని వాలీ ఆఫ్ ఫ్లవర్స్ జాతీయ ఉద్యానవనంలో కేవలం వర్షాకాలంలో మాత్రమే పూచే వందలాది అరుదైన అడవి పూలను చూడటానికి ట్రెకింగ్ ప్లాన్ చేశాము,உத்தரகண்டின் பள்ளத்தாக்கு மலர்கள் தேசிய பூங்காவில் மழைக்காலத்தில் மட்டுமே மலரும் நூற்றுக்கணக்கான அரிய காட்டு மலர்களைக் காண மலையேற்றத்திற்கு திட்டமிட்டுள்ளோம்,We planned a trek to see hundreds of rare wild flowers that bloom only during the rainy season in the Valley of Flowers National Park of Uttarakhand,Uttarakhandin pallathaakku malargal dhesiya poongavil mazhaikaalathil mattume malarum nootrukanakaana ariya kaattu malargalaikaana malaiyetrathirku thittamittullom
"விழாவின் போது அதிக படங்களை எடுக்க வேண்டுமா அல்லது விழாவை மனதார ரசிக்க வேண்டுமா என்று தயங்கி, விழாவை ரசித்தபடியே சில படங்களை எடுக்க முடிவு செய்தேன்.","விழாவின் போது அதிக படங்களை எடுக்க வேண்டுமா அல்லது விழாவை மனதார ரசிக்க வேண்டுமா என்று விவாதித்து, விழாவை ரசித்தபடியே சில படங்களை எடுக்க முடிவு செய்தேன்.",While visiting a festival I debated whether to take more photos or enjoy the festival wholeheartedly and decided to take some photos while enjoying the festival,Thiruvizha varugaiyinpotthu athigap pugaipadangal edukka veenduma allathu pandigaiyai manathaara rasikkaveenduma endru vivaathiththu pandigaiyai rasithapadiyea sila pugaipadangal edukka mudivu seidhen
నా వృద్ధ తల్లిదండ్రుల మోకాళ్ల నొప్పుల వల్ల వారణాసి ఘాట్ల వద్ద లిఫ్ట్ సదుపాయం మరియు గ్రౌండ్ ఫ్లోర్ గదులు ఉన్న హోటల్ ను మాత్రమే ఎంచుకున్నాను,என் வயது முதிர்ந்த பெற்றோரின் முழங்கால் வலி காரணமாக வாரணாசி காட் அருகே லிஃப்ட் வசதி மற்றும் தரைத்தள அறைகள் கொண்ட ஹோட்டலை மட்டுமே தேர்ந்தெடுத்தேன்,Due to my elderly parents knee pain I chose only a hotel with elevator facility and ground floor rooms near Varanasi ghats,En vayathu muthirntha petrorin muzhangaal vali kaaranamaaga Varanasi ghat aruge lift vasathi martum tharaithala araigal konda hotel-ai mattume therntheduthen
ఒంటరిగా అస్సాం పర్యటనకు వెళ్ళినప్పుడు అక్కడి సాంప్రదాయక ఖార్ వంటకాన్ని మరియు అస్సాం తేయాకు తోటల తాజా బ్లాక్ టీని తాగుతూ సాయంత్రం వేళల్లో గడిపాను,தனியாக அஸ்ஸாம் பயணம் சென்றபோது அங்குள்ள பாரம்பரிய கார் உணவைச் சாப்பிட்டும் அஸ்ஸாம் தேயிலைத் தோட்டங்களின் புதிய கருப்பு தேநீரைக் குடித்தும் மாலை நேரங்களைக் கழித்தேன்,When I went on a solo trip to Assam I spent my evenings drinking fresh black tea from Assam tea gardens and eating their traditional Khar dish,Thaniyaaga Assam payanam sentrapothu angulla paarambariya Khar unavaich saappittum Assam theyilai thottangalin puthiya karuppu theneiraik kudithum maalai nerangalaik kazhithen
నేను యాత్రికుడిగా హరిద్వార్‌లోని మార్కెట్లలో లభించే ఆధ్యాత్మిక పూజా సామగ్రిని మరియు ఆ పవిత్ర వాతావరణాన్ని చూసి చాలా ఆశ్చర్యపోయాను,యాత్రికుడిగా నేను హరిద్వార్ మార్కెట్లలో దొరికే ఆధ్యాత్మిక పూజా సామగ్రిని మరియు ఆ పవిత్ర వాతావరణాన్ని చూసి చాలా ఆశ్చర్యపోయాను.,As a pilgrim I was surprised to see the spiritual worship materials and that holy atmosphere available in the markets of Haridwar,Yaathreagaraaga naan Haridwar-in santhaigalil kidaikum aanmeega pooja porutgal martum antha punithamaana suzhalait kaandu migavum viyanthen
"తమిళనాడులోని కాంచీపురాన్ని సందర్శించినప్పుడు, అక్కడి ప్రసిద్ధ చేనేత పట్టు చీరలను స్థానిక నేత కార్మికుల నుండి నేరుగా కొనుగోలు చేయడం ఒక మంచి అనుభూతిని ఇచ్చింది.","తమిళనాడులోని కాంచీపురాన్ని సందర్శించినప్పుడు, అక్కడి ప్రసిద్ధ చేనేత పట్టు చీరలను స్థానిక నేత కార్మికుల నుండి నేరుగా కొనుగోలు చేయడం ఒక మంచి అనుభూతిని ఇచ్చింది.",Buying famous handmade silk sarees directly from local traditional weavers when visiting Kanchipuram in Tamil Nadu gave an enriching experience,Tamilnaadin Kanchipuram sellumbothu angulla pugazhpetra kaithari pattu pudavaigalai ulloor nesavaalargalidam irunthu neraadiyaaga vaanguvathu oru nalla anubavathai thanthathu
"As a nature lover, I contemplated whether to stay in hotels near the mountains or to immerse myself in nature by staying in village homes, and I chose the village lifestyle.","As a nature enthusiast, I considered whether to stay in a hotel near the mountains or to connect with nature by staying in rural homes, and I chose the rural lifestyle.",As a nature lover I wondered whether to stay in a hotel near mountains or stay in village houses to be close to nature and chose the village lifestyle,Iyarkai aarvalaraaga malaigalin arugil hotel-il thangaveenduma allathu iyarkaiyudan inainthu kiraamappura veedugalil thangaveenduma endru yoosiththu kiraamappura vaazhkkai muraiyaiea therntheduthen
Going early in the morning to join college friends and standing in a long queue to eat ghee dosa at the Vidya Bhavan hotel in Bengaluru remained a good experience for us.,Going early in the morning with college friends to eat ghee dosa at Vidya Bhavan in Bengaluru and standing in a long queue was a good experience for us.,Going early in the morning and standing in a long queue with college friends to eat ghee dosa at Vidyarthi Bhavan in Bengaluru remains a great experience,Kalloori nanbargaludan sernthu Bengaluru Vidyarthi Bhavan-il nei thosai saappiduvatharkaaga athigaalaiyileye sentru periya varisaiyil nின்றது engaluku oru nalla anubavamaaga amainthathu
கல்லூரி பட்ஜெட் வரம்புகள் காரணமாக கோவாவிலுள்ள பழைய போர்ச்சுகீசிய வீடுகளில் அமைந்துள்ள இளைஞர் விடுதிகளில் தங்குவதற்கு முன்பதிவு செய்துள்ளோம்,கல்லூரி பட்ஜெட் வரம்புகள் காரணமாக கோவாவில் உள்ள பழைய போர்ச்சுகீசிய வீடுகளில் அமைந்துள்ள இளைஞர் விடுதிகளில் தங்குவதற்கு முன்பதிவு செய்துள்ளோம்,Due to college budget constraints we reserved rooms in advance to stay at youth hostels located in old Portuguese houses in Goa,Kalloori budget varambugal kaaranamaaga Goavil ulla pazhaiya Portuguese veethugalil amainthulla ilaignar viduthigalil thanguvatharku munpathivu seithullom
మధ్యప్రదేశ్ లోని ఖజురహో నృత్య ఉత్సవాల వేదికపై పచ్చని ప్రకృతి నేపథ్యంలో జరిగే సాంప్రదాయ కథక్ ప్రదర్శనలను చూడటం ప్రకృతి మరియు కళా ప్రేమికుడిగా నాకు గొప్ప అనుభూతిని ఇచ్చింది,மத்தியப் பிரதேசத்தின் கஜுராஹோ நடன விழாக் மேடையில் பசுமையான இயற்கை பின்னணியில் நடக்கும் பாரம்பரிய கதக் நடன நிகழ்ச்சிகளைக் காண்பது இயற்கை மற்றும் கலை ஆர்வலரான எனக்கு ஒரு சிறந்த அனுபவத்தைத் தந்தது,Watching traditional Kathak performances against the backdrop of green nature at Khajuraho Dance Festival stage in Madhya Pradesh gave me a great feeling as a nature and art lover,Madhya Pradeshin Khajuraho nadana vizha medaiyil pasumaiyana iyarkai binnaniyil nadakum paarambariya Kathak nadana nigazhchigalaikaanpathu iyarkai martum kalai aarvalaraana enaku oru sirantha anubavathaith thanthathu
"இமாச்சலப் பிரதேசத்தின் பௌத்த ஆசிரமங்களைப் பார்வையிட்டு, அங்குள்ள லாமாக்களுடன் சேர்ந்து தியானம் செய்வதால் மனதிற்கு மிகுந்த அமைதி கிடைத்தது.",இமாச்சலப் பிரதேசத்தின் பௌத்த ஆசிரமங்களைப் பார்வையிட்டு அங்குள்ள லாமாக்களுடன் சேர்ந்து தியானம் செய்வதால் மனதிற்கு மிகுந்த அமைதி கிடைத்தது,Visiting Buddhist monasteries in Himachal Pradesh and meditating along with the local Monks provided immense peace of mind to me,Himachal Pradeshin Bauddha aasiramangalaip paarvaiyittu angulla Lamakaludan sernthu thiyaanam seivathaal manathirku miguntha amaithi kidaithathu
எனது முதிய பெற்றோருடன் காஞ்சிபுரத்தில் பட்டுப்புடவைக் கடைகளில் தரமான ஜரிக் கலைநயங்களையும் பாரம்பரிய வடிவமைப்புகளையும் கண்டு அவர்கள் மிகவும் மகிழ்ச்சியடைந்தனர்.,முதியவர்களான எனது பெற்றோருடன் காஞ்சிபுரத்தில் பட்டுப்புடவைக் கடையில் தரமான ஜரிக் கலைநயங்களையும் பாரம்பரிய வடிவமைப்புகளையும் கண்டு அவர்கள் மிகவும் மகிழ்ச்சியடைந்தனர்.,My elderly parents were delighted to see the quality zari work and traditional designs at a silk saree shop in Kanchipuram,Muthuyavargalaana en petrorudan Kanchipurathil pattuppudavaik kadaiyil tharamaana zari velaippaadugalaiyum paarambariya vadivamaipugalaaiyum kaandu avargal perithum magizhthanar
మహారాష్ట్రలోని రాయ్‌గఢ్ కోట పర్వత శిఖరాలపై ఉన్న ఛత్రపతి శివాజీ మహారాజ్ రాజసింహాసన శిల్పకళా వైభవాన్ని ఉదయపు సూర్యకాంతిలో నా ప్రైమ్ లెన్స్ తో క్లోజప్‌లో రికార్డ్ చేశాను,மகாராஷ்டிராவின் ராய்கர் கோட்டை மலை உச்சியில் உள்ள சத்ரபதி சிவாஜி மகாராஜின் சிம்மாசன சிற்பக்கலை வைபவத்தை காலை சூரிய வெளிச்சத்தில் என் பிரைம் லென்ஸ் மூலம் நெருக்கமாகப் பதிவு செய்தேன்,I recorded in close up with my prime lens under morning sunlight the architectural grandeur of Chhatrapati Shivaji Maharaj royal throne on Raigad Fort mountain peaks of Maharashtra,Maharashtravil Raigad kotai malai uchiyil ulla Chhatrapati Shivaji Maharaj-in simmaasana sirpakalai vaibavathai kaalai sooriya velichathil en prime lens moolam nerukkamaagap pathivu seithen
I believe Bandipur National Park in Karnataka will be a wonderful destination for my group of friends who love lush forests and wildlife.,I believe Bandipur National Park in Karnataka will be a wonderful destination for my group of friends who love lush forests and wildlife.,I believe Bandipur National Park in Karnataka will be an amazing destination for my group of friends who love lush green forests and wildlife,Pasumaiyana kaadugalaiyum vanavilangugalaiyum virumbum en nanbargal kuzhuvirku Karnatakavin Bandipur dhesiya poonga oru arputhamana idamaaga maarum endru nambugiren
హంపిలోని శతాబ్దాల నాటి విజయనగర నిర్మాణ శైలి గల రాతి గుహలు మరియు శిథిలాలను ఉదయాన్నే అధ్యయనం చేయడానికి తుంగభద్ర నది ఒడ్డున ఉన్న హోమ్‌స్టేను ఎంచుకున్నాను.,హంపిలోని పలు శతాబ్దాల నాటి విజయనగర శైలిలో ఉన్న రాతి గుహలు మరియు శిథిలాలను ఉదయకాలంలో అధ్యయనం చేయడానికి నేను తుంగభద్ర నది ఒడ్డున ఉన్న హోమ్‌స్టేను ఎంచుకున్నాను.,I chose a homestay on the banks of Tungabhadra river to study early morning the centuries old Vijayanagara style stone caves in Hampi,Hampiyil ulla pala nootraandugal pazhamaiyana Vijayanagara paani karkugaigal martum idibaadugalai athigaalaiyil aaivu seya Tungabhadra aatrangaraiyil ulla homestay-vai therntheduthen
హైదరాబాద్ లోని లాడ్ బజార్ వీధుల్లో దొరికే మెరిసే గాజు గాజులను కొనడానికి దేశం నలుమూలల నుండి మహిళా పర్యాటకులు వస్తుంటారు,ஹைதராபாத்தின் லாட் பஜார் வீதிகளில் கிடைக்கும் பளபளப்பான கண்ணாடி வளையல்களை வாங்குவதற்கு நாட்டின் நாலாபுறமிருந்தும் பெண் சுற்றுலாப் பயணிகள் வருகிறார்கள்,Female tourists travel from all corners of the country to buy shiny traditional lacquer bangles sold across Laad Bazaar streets in Hyderabad,Hyderabadin Laad Bazaar veethigalil kidaikum palabalapaana kannadi valaiyalgalai vaanguvatharku naatin naalapurathilirunthum pen sutrula payanigal varugiraargal
"ఆహార ప్రియుడిగా, నేను లక్నో మార్కెట్లలోని స్థానిక మిఠాయి దుకాణాల్లో తయారయ్యే విధానాన్ని మరియు ఆ తీపి వాసనను చూసి ఆనందంగా రుచి చూశాను.","ఒక ఆహార ప్రియుడిగా, నేను లక్నో మార్కెట్లలోని స్థానిక మిఠాయి దుకాణాల్లో తయారయ్యే విధానాన్ని మరియు ఆ తీపి వాసనను చూసి ఆనందంగా రుచి చూశాను.",As a food enthusiast I happily tasted after seeing the method of making in local sweet shops and that sweet aroma in Lucknow markets,Oru unavu aarvalaraaga naan Lucknow santhaigalil ulloor inippuk kadaigalil thayarikkappadum muraiyaiyum antha inippu manathaiyum paarthu magizhchiyudan rusi paarthen
"தனிமையாகப் பயணம் செய்யும் போது, சிம்லா சந்தைகளில் விற்கப்படும் உள்ளூர் பொருட்கள் மற்றும் வண்ணமயமான தொப்பிகளைக் கண்டு, அவற்றின் தனித்துவத்திற்கு வியந்தேன்.",தனியாகப் பயணம் செய்யும்போது சிம்லா சந்தைகளில் விற்கப்பட்ட உள்ளூர் கம்பளி பொருட்கள் மற்றும் வண்ணமயமான தொப்பிகளைப் பார்த்து அதன் தனித்துவத்திற்கு வியந்தேன்,Traveling solo I was amazed at the specialty of local woolen items and colorful caps sold in Shimla markets,Thaniyaagap payanam seiyumbothu Shimla santhaigalil virkappatta ulloor kambali porutgal martum vannamayamana thoppigalaip paarthu athan thanithuvathirku viyanthen
"எனது முதிய பெற்றோரின் ஆரோக்கியத்தைக் கருத்தில் கொண்டு, வாரணாசி காட்டின் அருகே குறைந்த காரமும் குறைந்த எண்ணெய்யும் கொண்ட பாரம்பரிய சாத்விக உணவை மட்டுமே நான் தேர்ந்தெடுத்தேன்.","எனது முதிய பெற்றோரின் ஆரோக்கியத்தைக் கருத்தில் கொண்டு, வாரணாசி காட்டின் அருகே குறைந்த காரமும் குறைந்த எண்ணெய்யும் கொண்ட பாரம்பரிய சாத்விக உணவை மட்டுமே நான் தேர்ந்தெடுத்தேன்.",Keeping my elderly parents health in mind I chose only the traditional Sattvik food prepared with less spice and oil near Varanasi ghats,En vayathu muthirntha petrorin aarokiyathai karathil kondu Varanasi ghat aruge kuraintha kaaram martum ennai kondu samaikkapatta paarambariya Saathvika unavai mattume therntheduthen
తమిళనాడులోని చిదంబరం ఆలయ నాట్యాంజలి ఉత్సవాల రద్దీలో వీధుల్లో తిరుగుతూ అక్కడ దొరికే సాంప్రదాయక కంచిపురం ఇడ్లీలను వేడిగా తిని పండుగ ఆనందాన్ని అనుభవించాము,தமிழ்நாட்டின் சிதம்பரம் கோயில் நாட்டியாஞ்சலி விழாவின் கூட்ட நெரிசலில் வீதிகளில் உலா வரும்போது அங்கு கிடைக்கும் பாரம்பரிய காஞ்சிபுரம் இட்லிகளை சூடாகச் சாப்பிட்டு திருவிழா மகிழ்வை அனுபவித்தோம்,While roaming the streets during Chidambaram temple Natyanjali festival rush in Tamil Nadu we experienced festival joy by eating hot traditional Kanchipuram idlis available there,Tamilnaadin Chidambaram koyil Natyanjali vizhavin koota nerisali veethigalil ula varumbothu angu kidaikum paarambariya Kanchipuram idligalai soodaga saappittu thiruvizha magizhvai anubavithom
"கல்லூரி கல்விப் பயணத்திற்காக அசாம் சென்ற நாங்கள், அங்குள்ள உள்ளூர் மூங்கில் மற்றும் புற்களால் செய்யப்பட்ட கலைப்பொருட்களைக் கண்டு, அவற்றின் படைப்பாற்றலுக்கு வியந்தோம்.",கல்லூரி கல்விப் பயணத்திற்காக அசாம் சென்ற நாங்கள் அங்கு உள்ளூர் மூங்கில் மற்றும் புற்களால் செய்யப்பட்ட கலைப்பொருட்களைக் கண்டு அதன் படைப்பாற்றலுக்கு வியந்தோம்,For our college study tour to Assam we were amazed at the creativity seeing artifacts made of local bamboo and grass,Kalloori kalvip payanathirkaaga Assam sentra naangal angu ulloor moongil martum purkalal seiyappatta kalaipporutgalai kaandu athan padaipaattraluku viyantom
Our group of food lovers has decided to dedicate the entire Saturday evening to tasting the traditional dishes found in the streets of Hyderabad's Old City.,Our group of food lovers has decided to dedicate the entire Saturday evening to tasting the traditional dishes found in the streets of Hyderabad's Old City.,Our food lovers group decided to allocate the entire Saturday evening to taste the traditional dishes available in the streets of Old City Hyderabad,Hyderabad pazhaiya nagara veethigalil kidaikum paarambariya unavugalai rusippatharkaaga Sanikizhamai maalai muzhuvathaiyum othukka engal unavu piriyargal kuzhu mudivu seithullathu
"After seeing the ruins of Nalanda University in Bihar, it became clear how much knowledge ancient India contributed to the world.","After seeing the ruins of Nalanda University in Bihar, it became clear how much knowledge ancient India contributed to the world.",After seeing the historical ruins of Nalanda University in Bihar I understood how much vast knowledge ancient India offered to the entire world,Behaarin Nalanda palkalaikazhagathin idibaadugalaip paartha piragu poorva kaalathil Indhiya ulagirku evvalavu arivai vazhangiyullathu endru purinthathu
"Our entire family together enthusiastically viewed the architectural style of Rani Padmini's Palace located inside the historic hill fort of Chittorgarh, as well as the grandeur of the Jal Mahal of the Rajputs from those centuries.","Our entire family together enthusiastically viewed the architectural style of Rani Padmini's Palace located inside the historic hill fort of Chittorgarh, as well as the grandeur of the Jal Mahal of the Rajputs from those centuries.",Our whole family together eagerly looked at the Rajput water palace grandeur and Rani Padmini Palace architectural style inside historical hill fort Chittorgarh Fort,Engal kudumbathinar anaivarum sernthu varalaatru sirappumika malaikotaiyana Chittorgarh kotaiqul irukkum Rani Padmini aranmanaiyin katidakalai paani martum antha pala nootraandugal pazhamaiyana Rajputhrargalin Jala Mahal vaibavathai migavum aarvathudan paarthom
ఉత్తరాఖండ్ లోని భీమ్ బేట్కా గుహల్లో ఉన్న రాతి చిత్రాలను చూసినప్పుడు ఆదిమానవుల కాలం నాటి జీవన విధానంపై పర్యాటకులకు ఎంతో ఆసక్తి కలుగుతుంది,மத்தியப் பிரதேசத்தின் பீம்பேட்கா குகைகளில் உள்ள பாறை ஓவியங்களைப் பார்க்கும்போது ஆதிமனிதர்களின் காலத்து வாழ்க்கை முறை குறித்து சுற்றுலாப் பயணிகளுக்கு மிகுந்த ஆர்வம் ஏற்படுகிறது,When looking at the primitive rock paintings inside Bhimbetka caves tourists develop a keen interest regarding the prehistoric human lifestyle,Madhya Pradeshin Bhimbetka gugaigalil ulla paarai oviyangalaip paarkumbothu aathimanithargalin kaalathu vazhkai murai kurithu sutrula payanigaluku miguntha aarvam eerpadugirathu
"சுற்றுலாத் தலங்களில் பிளாஸ்டிக் கழிவுகளைக் கொட்டுவதால் இயற்கை எவ்வளவு பாழாகிறது என்பதை நேரில் பார்த்த பிறகு, என் பயணங்களில் பிளாஸ்டிக் பயன்படுத்தக் கூடாது என்று உறுதியாக முடிவு செய்தேன்.",சுற்றுலாத் தலங்களில் பிளாஸ்டிக் கழிவுகளைக் கொட்டுவதால் இயற்கை எவ்வளவு பாழாகிறது என்பதை நேரில் பார்த்த பிறகு என் பயணங்களில் பிளாஸ்டிக் பயன்படுத்தக் கூடாது என்று உறுதியாக முடிவு செய்தேன்,Having seen firsthand how dumping plastic waste ruins tourist sites I firmly resolved to completely avoid single use plastics during all future travels,Sutrula thalangalil plastic kazhivugaalaal iyarkai evvalavu paazhaagirathu enpathai neril paartha piragu en payanangalil plastic payanpadutha koodathu endru uruthiyaaga mudivu seithen
"தனிமையாக உலகத்தைச் சுற்றி வருவதால் எனக்குள் மறைந்திருக்கும் சக்தி திறன்கள் வெளிப்பட்டதோடு, கஷ்டங்களைக் கடக்கும் தைரியமும் தன்னம்பிக்கையும் இரட்டிப்பாகியுள்ளதாக நான் கருதுகிறேன்",தனிமையில் உலகைச் சுற்றி வருவது எனனுள் மறைந்திருக்கும் ஆற்றலை வெளிக்கொண்டதோடு சிக்கல்களைக் கடக்கும் துணிச்சலையும் தன்னம்பிக்கையையும் பலமடங்கு அதிகரித்துள்ளதாக நான் கருதுகிறேன்,Traveling the world solo has revealed my hidden potential and doubled my courage and self confidence to overcome difficulties as I feel,Thaniyaamaiyil ulagaich sutri varuvathu ennul marainthirukkum aatralai velikkonarnthathodu sikkalgalai kadakkum thunichalaiyum thannambikkaiyaiyum palamadangu athigarithullathaaga naan karuthugiren
My experiences tell me that travel is a great opportunity for a person to test their own limitations and grow by surpassing them.,My experiences teach me that travel is a wonderful opportunity for a human to test their own boundaries and grow by transcending them.,My experiences say that travel is a great opportunity for a person to test their own limits and grow beyond them,Payanam enbathu manithan thanathu sontha ellaigalaip parisoathiththu avatraiyum thaandi valarvatharku oru sirantha vaaippu enbathai enathu anubavangal unarthugindrana
"உணவு ஆர்வலராக நான் பயணத்தின் போது இனிப்பு வகைகளை அதிகமாக சாப்பிட வேண்டுமா அல்லது காரமான வகைகளை அதிகமாக சாப்பிட வேண்டுமா என்று யோசித்து, அந்தப் பகுதியின் சிறப்பு உணவுகளுக்கே முன்னுரிமை அளித்தேன்.",உணவு ஆர்வலராக நான் பயணத்தில் இனிப்பு வகைகளை அதிகமாகச் சாப்பிட வேண்டுமா அல்லது காரமான வகைகளை அதிகமாகச் சாப்பிட வேண்டுமா என்று யோசித்து அந்தப் பகுதியின் சிறப்பு வகைகளுக்கே முன்னுரிமை அளித்தேன்,As a food enthusiast I thought whether to eat more sweet items or hot items during the trip and prioritized the special items of that region,Unavu aarvalaraaga naan payanathil inippu vagaigalai athigamaagach saappidaveenduma allathu kaaramaana vagaigalai athigamaagach saappidaveenduma endru yoosiththu anthap paguthiyin sirappu vagaigalukkea munnurimai alithen
"மகாராட்டிராவின் கொலாப்பூர் நகரில் நடைபெறும் புகழ்பெற்ற லாவணி நாட்டுப்புற நடனங்களின் உண்மையான பாணியையும், அதன் பின்னணியில் உள்ள மராத்திய கலாச்சாரப் பன்முகத்தன்மையையும் அறிவது எங்களுக்கு மிகுந்த மகிழ்ச்சியை அளித்தது.",மகாராட்டிராவின் கொலாப்பூர் நகரில் நடைபெறும் புகழ்பெற்ற லாவணி நாட்டுப்புற நடனங்களின் உண்மையான பாணியையும் அதன் பின்னணியில் உள்ள மராத்திய கலாச்சார பன்முகத்தன்மையையும் அறிவது எங்களுக்கு மிகுந்த மகிழ்ச்சியைத் தந்தது,Learning the authentic style of famous Lavani folk dances and the diversity of Maratha culture behind them in Kolhapur city of Maharashtra gave us great joy,Maharashtravil Kolhapur nagaril nadakum pugazhpetra Lavani naattupura nadanangalin unmaiyaana paaniyaiyum athan binnaniyil ulla Maratha kalaachaara panmugathandhanyaiyum arivathu engaluku miguntha magizhchiyai thanthathu
"ఫోటోగ్రఫీ కోసం నేను స్థానిక ప్రజలతో కలిసి వారి పండగలను చిత్రీకరించాలా లేక దూరంగా ఉండి సహజంగా చిత్రీకరించాలా అని ఆలోచించి, కలిసిపోయి చిత్రీకరించడమే మంచిదని అనుకున్నాను.","ఫోటోగ్రఫీ కోసం నేను స్థానిక ప్రజలతో కలిసి వారి పండగలను చిత్రీకరించాలా లేక దూరంగా ఉండి సహజంగా చిత్రీకరించాలా అని ఆలోచించి, కలిసిపోయి చిత్రీకరించడమే మంచిదని అనుకున్నాను.",When going for photography I thought whether to capture festivals with local people or stay away and capture naturally and thought it is better to mingle and capture,Pugaipadakkalaiikkaaga naan ulloor makkaludan inainthu avargalin pandigaigalait padam pidikka veenduma allathu thooramaaga irunthu iyarkaiyaagap padam pidikka veenduma endru yoosiththu inainthu padam pidippathea siranthathu ena ninaithen
"After seeing with my own eyes how much nature is ruined by dumping plastic waste in tourist places, I have firmly decided not to use plastic in my travels.","After seeing firsthand how much nature is devastated by dumping plastic waste in tourist spots, I have firmly decided not to use plastic in my travels.",Having seen firsthand how dumping plastic waste ruins tourist sites I firmly resolved to completely avoid single use plastics during all future travels,Sutrula thalangalil plastic kazhivugaalaal iyarkai evvalavu paazhaagirathu enpathai neril paartha piragu en payanangalil plastic payanpadutha koodathu endru uruthiyaaga mudivu seithen
"మైసూరు, కూర్గ్ మరియు ఊటీ నగరాలను కలుపుతూ ఐదు రోజుల పాటు సాగే ఒక అందమైన ప్రయాణ ప్రణాళికను మా స్నేహితుల కోసం తయారు చేస్తున్నాను","మైసూరు, కూర్గ్ మరియు ఊటీ నగరాలను కలుపుతూ ఐదు రోజుల పాటు సాగే ఒక అందమైన ప్రయాణ ప్రణాళికను నా స్నేహితుల కోసం తయారు చేస్తున్నాను",I am preparing a beautiful five day itinerary for our friends connecting the popular cities of Mysore Coorg and Ooty in a single trip,Mysore Coorg martum Ooty nagaragalai inaithu ainthu naatkal sellum oru azhagana payana thittathai en nanbargalukaaga thayaarithu varugiren
వృద్ధులైన మా తాతగారు తన కోసం కాశీలోని ప్రత్యేకమైన ఆధ్యాత్మిక వస్త్రాలను మరియు పూజా పరికరాలను ఎంతో నిష్టగా కొనుగోలు చేశారు,வயதான என் தாத்தா அவருக்காக வாரணாசியில் பிரத்யேகமான ஆன்மீக ஆடைகள் மற்றும் பூஜை உபகரணங்களை மிகுந்த நிஷ்டையுடன் வாங்கினார்,My elderly grandfather bought special spiritual clothes and worship tools for himself in Kashi with great devotion,Vayathaana en thaatha avarukkaaga Varanasiyil pirathyekamaana aanmeega aadaigal martum pooja upakaranangalaim miguntha nishtaiyudan vaanginaar
"உணவு ஆர்வலராக, தென்னிந்தியாவின் புகழ்பெற்ற கோயில்களில் பிரசாதமாக வழங்கப்படும் புளியோதரை மற்றும் தயிர் சாதத்தின் சுவைகளை ரசித்து, அந்த மரபைப் பாராட்டினேன்.",உணவு ஆர்வலராக நான் தென்னிந்தியாவின் புகழ்பெற்ற கோயில்களில் பிரசாதமாக வழங்கப்படும் புளியோதரை மற்றும் தயிர் சாதத்தின் சுவைகளை ரசித்து அந்த பாரம்பரியத்தைப் பாராட்டினேன்,As a food enthusiast I enjoyed the tastes of Pulihora and Daddojanam served as prasadam in famous temples of South India and appreciated that tradition,Oru unavu aarvalaraaga naan Theninthiyavin pugazhpetra kovilgalil prasaathamaaga vazhangapadum puliyotharai martum thayir saathathin suvaigalai rasithu antha paarambariyathaip paaraattinen
ராஜஸ்தானின் உதய்பூர் ஏரிகளுக்கு நடுவே உள்ள லேக் பேலஸ் வரலாற்றுச் சிறப்புமிக்க அரண்மனைக் கட்டிடங்களின் வெள்ளை நிறப் பிரதிபலிப்புகளை என் டெலிபோட்டோ லென்ஸ் மூலம் மாலை நேர வெளிச்சத்தில் நீரின் மீது அற்புதமாகப் படம் பிடித்தேன்,ராஜஸ்தானின் உதய்பூர் ஏரிகளுக்கு நடுவே உள்ள லேக் பேலஸ் வரலாற்றுச் சிறப்புமிக்க அரண்மனைக் கட்டிடங்களின் வெள்ளை பளிங்குக்கல் பிரதிபலிப்புகளை என் டெலிபோட்டோ லென்ஸ் மூலம் மாலை நேர வெளிச்சத்தில் நீரின் மீது அற்புதமாகப் படம் பிடித்தேன்,I wonderfully captured on water with my telephoto lens under evening lights the white marble reflections of historical Lake Palace royal structures amidst Udaipur lakes of Rajasthan,Rajasthanin Udaipur aarigaluku naduve ulla Lake Palace varalaatru sirappumika aranmanaik katidangalin vellai palingukkal pirathibalipugalai en telephoto lens moolam maalai neara velichathil neerin meathu arputhamaagap padam pidithen
స్థానిక వంటకాల్లో ఆ ప్రాంతపు సంస్కృతి దాగి ఉంటుందని నేను నమ్ముతాను,உள்ளூர் உணவுகளில் அந்தப் பகுதியின் கலாச்சாரம் ஒளிந்திருக்கும் என நான் நம்புகிறேன்,I believe the culture of that region is hidden in local dishes,Ulloor unavugalil anthap paguthiyin kalaachaaram olinthirukkum ena naan nambugiren
