text,intent
నేను ట్రైన్ కోసం వెయిట్ చేస్తున్నాను నా ట్రైన్ ఎప్పుడు వస్తుంది,TrainStatus
Vijayawada lo bus accident valla traffic jam ayindi airport ki velle cab miss ayithe flight ticket refund vasthunda,RefundRequest
తిరుపతి లో దర్షన్,Pilgrimage
Vikarabad railway station lo blind person ki station navigation help chestaru?,NavigationHelp
కాశీ యాత్ర ప్లాన్ చేయండి,TravelPlanning
Komaram Bheem Asifabad railway station lo wheelchair accessibility work eppudu finish avuthundi?,AccessibilitySupport
Tirupati darsanam ki vellali elderly parents unnaru special darshan queue entry details cheppandi,AccessibilitySupport
బస్సులో ఏసీ సరిగ్గా పనిచేయడం లేదు ఉక్కపోతతో ఊపిరి ఆడనివ్వడం లేదు కండక్టర్ని అడిగితే అది నా పని కాదు అంటున్నారు ఇంత చెత్త సర్వీస్ ఎక్కడా చూడలేదు,TravelComplaint
నేను నడవలేను సహాయం చేయండి,AccessibilitySupport
Kurnool nundi velle express train lo garbini la ku ketayinchina lower berth seat lu confirm avvadaniki entha samayam paduthundi?,SeatSelection
రామప్ప గుడికి వెళ్తున్నాము చారిత్రక నేపథ్యం వివరించే లోకల్ గైడ్స్ దొరుకుతారా,Tourism
Mulugu bus stand lo blind travelers ki station path clear ga unda?,NavigationHelp
Srikakulam railway station lo platform change ayithe elderly passengers ki help chese volunteers unnaya?,PlatformInformation
Khammam bus depot lo hearing impaired travelers ki visual indicators unnay?,PlatformInformation
Maa honeymoon trip ki Vizag lo best beach resort suggest cheyyandi,Accommodation
విశాఖపట్నం సబ్ మెరైన్ మ్యూజియం చూడటానికి వెళ్తున్నాను అక్కడికి దగ్గరలో బస్ స్టాప్ ఏది,NavigationHelp
ఈ ప్రాంతంలో పర్యాటక రంగం అభివృద్ధికి ప్రభుత్వం ఏమేమి చర్యలు తీసుకుంది,TravelCommunity
Adilabad railway station lo elderly people ki luggage transport service unda?,TravelAssistance
Vijayawada bus stand lo vruddhula kosam andubatu lo unde soukaryavanthamaina waiting room lu ekkada unnay chudandi?,NavigationHelp
వరంగల్ లో ఆటోలో బ్యాగ్ మర్చిపోయాను అందులో నా ఆఫీస్ ల్యాప్‌టాప్ ఉంది ఆ ఆటోవాడు ఎక్కడికి వెళ్లాడో తెలియడం లేదు,LuggageIssue
ట్రైన్ టైం కి రావడం లేదు,TravelDelay
హైదరాబాద్ లో ఫుడ్ ఎక్కడ బాగుంటుంది,FoodAndDining
రాజమండ్రి లో బోటు,Tourism
ఈ రెస్టారెంట్ లో వెజ్ భోజనం దొరుకుతుందా,RestaurantSearch
విశాఖపట్నం రైల్వే స్టేషన్‌లో మాకు ట్రైన్ ఎక్కడానికి సహాయకులు (పోర్టర్లు) దొరకడం లేదు మా సామాను చాలా ఎక్కువగా ఉందిఎవరిని అడగాలి,TravelAssistance
విశాఖపట్నం బీచ్ లో బోటింగ్ సదుపాయం ఏ సమయంలో అందుబాటులో ఉంటుంది టికెట్ ధర ఎంత ఉంటుంది,Tourism
వరంగల్ లో హోటల్,Accommodation
Wanaparthy railway depot lo pregnant ladies ki special facilities unnaya?,AccessibilitySupport
నేను బాసర సరస్వతి ఆలయానికి వెళ్తున్నాను దర్శనం కోసం ఎలా బుక్ చేయాలి,Pilgrimage
Hotel cleanliness baledu bedsheets change cheyyalani manager ki cheppina evaru raledu,TravelComplaint
బస్సులో ఏసీ చాలా తక్కువగా ఉంది డ్రైవర్ ని అడిగితే ఆయన ఏమీ చేయలేను అంటున్నారు నేను కంప్లైంట్ ఇవ్వాలి,TravelComplaint
నల్గొండ నుండి వరంగల్ వెళ్లే దారిలో భారీ వర్షాల వల్ల వరదలు వచ్చాయి మేము ఇక్కడే చిక్కుకుపోయాము అధికారులు సహాయం కోసం ఎక్కడ సంప్రదించాలి,EmergencyTravel
Jagtial bus station lo vinikidi lopam unnavariki information ivvadaniki sign language expert lu untara?,TravelAssistance
అరకు లో స్టే,Accommodation
విజయవాడ కనకదుర్గ గుడికి వెళ్తున్నాము చుట్టుపక్కల వెజ్ భోజనం దొరికే మంచి హోటల్స్ ఏవి,FoodAndDining
ట్రైన్ రద్దయ్యిందని మెసేజ్ వచ్చింది ఇప్పుడేం చేయాలి,TravelDisruption
హైదరాబాద్ లో ట్రాఫిక్ అప్డేట్,WeatherTravel
హైదరాబాద్ నుండి శ్రీశైలం వెళ్లే మార్గంలో మంచి స్ట్రీట్ ఫుడ్ సెంటర్స్ ఏవి,FoodAndDining
vizianagaram lo local handicrafts shop address kavali,SouvenirShopping
Mantralayam lo accomodation ki online booking site edhi,Pilgrimage
వరంగల్ కోట చూడటానికి వెళ్తున్నాను లోకల్ గైడ్ ని ఎక్కడ సంప్రదించాలి,NavigationHelp
తిరుపతి లో రూమ్ బుకింగ్,Accommodation
ప్రకాశం బ్యారేజ్ దగ్గర బోటు షికారు బుకింగ్ ఎలా,Tourism
నేను నా పెట్ తో కలిసి వెళ్తున్నాను బస్సులో అనుమతి ఇస్తారా,PetTravel
భారీ వరదల వల్ల గుంటూరుకు వెళ్లే అన్ని బస్సులు ఆగిపోయాయి నా గర్భిణీ భార్యకు ప్రసవ నొప్పులు వస్తున్నాయి ఎమర్జెన్సీగా బయటికి ఎలా వెళ్లాలి,EmergencyTravel
Warangal railway station lo wheelchair accessibility facilities gurinchi telusukovali?,AccessibilitySupport
Hyderabad nundi flight missed next flight next day undi ippudu airport lo ne undala leda hotel ki vellala,EmergencyTravel
నా తాతయ్యకి ట్రైన్ ఎక్కడానికి సహాయం కావాలి వీల్ చైర్ బుక్ చేశాం కానీ ఇక్కడ ఒక్కరూ రాలేదు,AccessibilitySupport
విజయవాడ స్టేషన్లో నా ఫోన్ ఎవరో లాక్కున్నారు,TravelSafety
హైదరాబాద్ ఎయిర్ పోర్ట్ లో గర్భిణీ స్త్రీల కోసం బోర్డింగ్ గేట్ వద్ద ప్రత్యేకమైన సెక్యూరిటీ చెకింగ్ మరియు సహాయక బృందం ఉంటారా?,AccessibilitySupport
Vizag beach lo drone flying ki permission kavali official website link share cheyandi,TravelTechnology
ఈ ఊరిలో ట్రైబల్ క్రాఫ్ట్స్ దొరుకుతాయా,SouvenirShopping
Train lo berth selection option lo upper berth vachindi naaku knee pain undi,SeatSelection
Kurnool lo authentic Rayalaseema food ekkada dorukuthundi,FoodAndDining
ట్రైన్ లో ఫుడ్ తిన్న తర్వాత మా ఫ్యామిలీ అంతా వాంతులు చేసుకుంటున్నాము,TravelComplaint
నాకు ట్రైన్ నంబర్ తెలియదు ఏ ప్లాట్‌ఫారమ్ కి వెళ్లాలో హెల్ప్ చేయండి,NavigationHelp
విశాఖపట్నం ఎయిర్ పోర్ట్ లో ఈసిమ్ సదుపాయం ఎలా ఉంటుంది,TravelTechnology
గుంటూరులో ఈరోజు వర్షం పడుతుందా,TravelSupport
లగేజ్ లో వస్తువులు దొంగిలించారు,LuggageIssue
Nagarkurnool bus stand lo pregnant ladies ki seating arrangements ela untayi?,AccessibilitySupport
station lo water ledu,TravelComplaint
విజయవాడ లో ట్రాఫిక్,Navigation
హైదరాబాద్ సిటీ బస్ లో నా పర్స్ మర్చిపోయా హెల్ప్ కావాలి,LostAndFound
వైజాగ్ లో హోటల్,Accommodation
ఏలూరు నుండి కొల్లేరు సరస్సు చూడటానికి వెళ్తున్నాము అక్కడికి పబ్లిక్ ట్రాన్స్‌పోర్ట్ సౌకర్యం ఎలా ఉంది,NavigationHelp
నేను సోలో ట్రావెలర్ ని వైజాగ్ లో ఉండటానికి సేఫ్ అయిన హోటల్ ఏది,Accommodation
remote work kosam best WiFi unna resorts Coorg lo unnaaya,RemoteWorkTravel
రాజమండ్రి లో ట్రాన్స్పోర్ట్,Transportation
తిరుపతికి వెళ్లే ఆర్టీసీ బస్సులో చక్రాల కుర్చీ వాడే వారికి ప్రత్యేకమైన ర్యాంపు సదుపాయం ఉందా?,AccessibilitySupport
నేను ట్రైన్ లో ఉన్నాను టికెట్ చెకర్ వచ్చి నా టికెట్ అడుగుతున్నారు,TravelAssistance
Train compartment lo loud music peduthunnaru control cheyyandi,TravelComplaint
nenu wheelchair user ni metro station lo lift work avvatledu nenu road loki ela velali,AccessibilitySupport
nenu railway station lo unnanu naa pilladu kanipinchatledu kurchini chustunnanu help cheyandi,EmergencyTravel
అరకు వెళ్లే బస్సు సర్వీస్ బాగుంటుందా,Transportation
Jogulamba Gadwal railway depot lo pregnant women ki medical support unda?,TravelAssistance
vijayawada lo digital payment gurinchi tourists ki awareness,TravelTechnology
విజయవాడలో జరిగే కల్చరల్ ఈవెంట్స్ లిస్ట్ కావాలి,LocalEvents
నేను హైదరాబాద్ లో ఉన్నాను మంచి హోటల్ ఒకటి చెప్పండి,Accommodation
తిరుపతి రైల్వే స్టేషన్‌లో నేను నా పర్స్ పోగొట్టుకున్నాను అందులో నా ఐడి కార్డ్స్ ఉన్నాయి ఎవరిని సంప్రదించాలి,TravelAssistance
హైదరాబాద్ లో ఫ్యామిలీతో విజిట్ చేయడానికి మంచి మ్యూజియమ్స్ ఏవి,Tourism
నేను అంధుడిని తిరుమలలో దర్షన్ కి సహాయం కావాలి,AccessibilitySupport
శ్రీశైలం మార్గంలో హోటల్,FoodAndDining
నా వీల్ చైర్ ఎక్కడ,AccessibilitySupport
Hotel lo wifi signal chala weak ga undi work cheyyatledu,Accommodation
bhavani island lo kayaking adventure kosam requirements,AdventureTravel
Nizamabad railway station lo pregnant women ki priority boarding unda?,AccessibilitySupport
విజయవాడ లో హోటల్,Accommodation
తిరుపతి లో దర్షన్ టికెట్,Pilgrimage
Anakapalle bus complex lo elderly travelers kosam special seating area unda ekkada chusthe untundi?,NavigationHelp
Peddapalli bus station lo elderly people ki special bus boarding facility unda?,AccessibilitySupport
Gadwal railway station lo wheelchair accessibility status entha varaku undi?,AccessibilitySupport
Nagarkurnool bus stand lo wheelchair user train lo seat varaku velladaniki support?,TravelAssistance
నేను వెజిటేరియన్ ని ఈ రెస్టారెంట్ లో వెజ్ ఆప్షన్స్ ఎలా ఉంటాయి,RestaurantSearch
Remote village festival chudalani undi connectivity and local transport details cheppandi,TravelPlanning
Hyderabad metro lo card balance check chesukovadam ela,NavigationHelp
స్థానిక వంటకాలు ట్రై చేయాలనుకుంటున్నాను ఎక్కడ బాగుంటాయి,LocalCuisine
హైదరాబాద్ లో ట్రాఫిక్ వల్ల నా ఫ్లైట్ మిస్ అయ్యేలా ఉంది,TravelDelay
remote work ki best coworking spaces in Kochi,RemoteWorkTravel
Tirumala lo special entry darshan tickets eppudu release avuthayi ma family motham ki book cheyyali,Pilgrimage
Akka! Tirupati lo darsanam ticket confirm ayindi but print ravatledu customer care ki ela complain cheyali,TravelComplaint
విశాఖపట్నంలో సీఫుడ్ రుచులు దొరికే బెస్ట్ ప్లేస్ ఏది,LocalCuisine
ఫ్లైట్ క్యాన్సిల్ అయ్యిందని చివరి నిమిషంలో చెప్పారు హోటల్ సౌకర్యం కూడా కల్పించడం లేదు ఈ అర్ధరాత్రి నేను ఎక్కడికి వెళ్లాలి,TravelComplaint
Train route lo land slide valla route block ayindi kurnool nundi velle vere bus route emina unda,TravelDisruption
ట్రైన్ ఎందుకు ఆగింది,TravelDelay
Rangareddy bus stand lo wheelchair users ki special access lane unda?,AccessibilitySupport
నేను సోలో ట్రావెలర్ ని ఎక్కడికి వెళ్లాలో చెప్పండి,TravelRecommendation
బస్సు దారి మళ్లించారు,TravelDisruption
కార్పొరేట్ మీటింగ్ కోసం ట్రావెల్ ప్లాన్ చేస్తున్నాను,TravelTechnology
ఎయిర్‌పోర్ట్ లో గేట్ నంబర్ మారిందా,NavigationHelp
bus driver rudely talk,TravelComplaint
Srisailam lo evening darshan ki crowd ela untundi,Pilgrimage
Vizag lo camping ki permission kavali forest department website lo login failure avthondi,NavigationHelp
ఎవరినీ అడగలేకపోతున్నాను,NavigationHelp
hyderabad city bus lo ladies seat lo gents kurchunnaru conductor cheptunna vinaledu,TravelComplaint
vijayawada lo bus stand daggara pickpocket jarigindi naa wallet lo tickets koda unnay em cheyali,TravelSafety
తిరుపతిలో రూమ్ రెంట్ ఎంత ఉంటుంది,Accommodation
శ్రీశైలం వెళ్ళే మార్గంలో ఫారెస్ట్ ఏరియాలో భయం వేస్తోంది,TravelSafety
srikakulam lo flood valla bus road block ayyi undi maku thini kurchodaniki kuda em ledu emina help cheyandi,TravelDisruption
Annavaram temple prasadam booking online lo chesthe receipt ravatledu em cheyyali,TicketBooking
వరంగల్ జిల్లాలో కొత్తగా ప్రారంభించిన టూరిస్ట్ ప్లేస్ కి వెళ్లడానికి బస్సు ఉందా,RoutePlanning
Rayalaseema lo konni remote villages lo local transport dorakatledu share auto contact details dorukuthaya,LocalServices
Train waitlist 30 lo undi confirmation avvada alternative route emaina suggest cheyyandi,TravelPlanning
Jayashankar Bhupalpally bus station lo elderly travelers ki platform access?,AccessibilitySupport
విజయవాడ ఎయిర్‌పోర్ట్‌లో కనెక్టింగ్ ఫ్లైట్ కోసం బోర్డింగ్ పాస్ ఎక్కడ తీసుకోవాలి,TerminalConfusion
అరకు లో స్టేయింగ్,Accommodation
శ్రీశైలం వెళ్లే దారిలో పెట్రోల్ బంకులు మరియు EV ఛార్జింగ్ పాయింట్లు ఎక్కడెక్కడ ఉంటాయి,NavigationHelp
నా బిడ్డ అకస్మాత్తుగా వాంతులు చేసుకుంటుంది ట్రైన్ లో మెడికల్ కిట్ ఉందా,EmergencyTravel
chennai express platform enduku marcharu nenu wrong side lo wait chestunnanu train vachesindi,NavigationHelp
Narayanpet bus stand lo pregnant women kosam clean toilets unnay?,AccessibilitySupport
చిత్తూరులో ఆటో డ్రైవర్లు చాలా ఎక్కువ అడుగుతున్నారు,Transportation
నేను నా ఫ్యామిలీతో వైజాగ్ వెళ్తున్నాను 3 రోజుల ట్రిప్ ప్లాన్ ఎలా ఉండాలి,TravelPlanning
ఎయిర్‌పోర్ట్‌లో నా గేట్ నంబర్ కన్ఫ్యూజ్ అయ్యాను పక్కన ఉన్న ఎవరినీ అడగలేకపోతున్నాను సహాయం చేయండి,NavigationHelp
Jogulamba Gadwal bus stand lo pregnant women ki medical support unda?,TravelAssistance
Gadwal railway depot lo pregnant women ki seating arrangements unnaya?,AccessibilitySupport
నెల్లూరు నుండి బెంగుళూరు వెళ్లే బస్సులో డ్రైవర్ మధ్యలో ఎక్కడో ఆపేసి వెళ్ళిపోయారు మేము అందరం రోడ్డు మీద స్ట్రాండెడ్ గా ఉన్నాము,TravelDisruption
ట్రైన్ లేట్ అయింది,TravelDelay
నేను గర్భిణీ స్త్రీని ట్రైన్ ప్రయాణంలో నాకు ఏమైనా అదనపు సౌకర్యాలు ఉంటాయా లేదా డాక్టర్ పర్మిషన్ లెటర్ అవసరమా,AccessibilitySupport
సమ్మర్ లో బాసర సరస్వతి ఆలయం దర్శనానికి భక్తుల రద్దీ ఎలా ఉంటుంది,Pilgrimage
హైదరాబాద్ లో క్యాబ్ బుక్ చేశాను డ్రైవర్ ఎప్పుడు వస్తాడు,Transportation
బస్సు సర్వీస్ బాగోలేదు,TravelComplaint
నా వర్క్ కోసం వైజాగ్ లో నిశ్శబ్దంగా ఉండే వర్క్ స్పేస్ లు కావాలి,RemoteWorkTravel
Nellore bus stand lo overnight wait cheyyali solo traveler ni safety gurinchi koncham bhayam ga undi,TravelSafety
digital nomad ga kodaikanal lo long stay ki tips,DigitalNomadTravel
నేను భయంగా ఉన్నాను,TravelSafety
ట్రైన్ టికెట్ క్యాన్సిల్ చేశా కానీ అమౌంట్ రీఫండ్ ఇంకా రాలేదు,RefundRequest
నా పర్స్ దొంగిలించారు,TravelSafety
హైదరాబాద్ నుండి వైజాగ్ వెళ్లే బస్సులో ఎంత లగేజ్ తీసుకెళ్లవచ్చు,LuggageIssue
ప్లాట్‌ఫారమ్ మార్చారు,NavigationHelp
Tirupati nundi Tirumala route security ela untundi,TravelSafety
మాతృశ్రీ ట్రైన్ ఎప్పుడు వస్తుంది ట్రైన్ లేట్ అవుతుందా,Transportation
హైదరాబాద్ నుండి బయలుదేరి శ్రీశైలం వెళ్లడానికి ఎన్ని గంటలు పడుతుంది,NavigationHelp
నేను హోటల్ రూమ్ లో లగేజ్ మర్చిపోయాను అది దొరకడానికి హెల్ప్ చేయండి,TravelAssistance
నేను విదేశీయుడిని నా పాస్‌పోర్ట్ ఎయిర్‌పోర్ట్‌లో దొంగిలించబడింది,EmergencyTravel
బస్సు దారి మార్చారు,TravelDisruption
ఈ ప్రాంతంలో ఫేమస్ కోట ఏది,CulturalTourism
Train cancellation ayindi money refund delay avthundi help,RefundRequest
బస్సు సర్వీస్ అస్సలు బాలేదు,TravelComplaint
Medchal Malkajgiri railway depot lo elderly passengers ki boarding facility unda?,AccessibilitySupport
అడ్వెంచర్ ట్రిప్ కి వెళ్తున్నాను రివర్ రాఫ్టింగ్ ఎక్కడ జరుగుతుంది,AdventureTravel
నేను విదేశీ పర్యాటకుని ఇండియాలో రైల్వే టికెట్ బుక్ చేసుకోవడానికి ఏమైనా ప్రత్యేక యాప్ ఉందా,TravelPlanning
అరకులోయ పర్యటన ఎలా ఉంటుంది,TravelReview
చిత్తూరు పరిసర ప్రాంతాల్లో ఉండే వాటర్ ఫాల్స్ వివరాలు కావాలి,NavigationHelp
చిత్తూరు జిల్లాలోని గుడుల గురించి పూర్తి సమాచారం ఎక్కడ దొరుకుతుంది,Pilgrimage
నేను ఒంటరిగా బస్టాండ్‌లో ఉన్నాను దయచేసి సహాయం చేయండి,TravelSafety
నేను విజయవాడ లో మంచి రెస్టారెంట్ కోసం వెతుకుతున్నాను,FoodAndDining
వైజాగ్ లో నేను టాక్సీ బుక్ చేశాను డ్రైవర్ ఫోన్ ఎత్తడం లేదు,TravelComplaint
kashmir lo trekking ki velle mundu em em precautions teesukovali,TravelGuide
స్టేషన్ లో తాగునీరు లేదు,TravelComplaint
నేను కుటుంబంతో కలిసి విలేజ్ టూరిజం వెళ్తున్నాను,RuralTourism
సమ్మక్క సారలమ్మ జాతరకు వెళ్లాలి ఏ రూట్లో వెళ్తే ట్రాఫిక్ తక్కువగా ఉంటుంది,TravelPlanning
రైలు టికెట్ కన్ఫర్మ్ కాలేదు టికెట్ డబ్బులు ఎలా వెనక్కి వస్తాయి,RefundRequest
విజయవాడ కనకదుర్గ గుడికి వెళ్లే మార్గంలో ట్రాఫిక్ చాలా ఎక్కువ ఉంది దర్శనానికి వెళ్లే పద్ధతి ఏంటి,RoutePlanning
నేను నా ఫోన్ పోగొట్టుకున్నాను పోలీస్ కంప్లైంట్ ఇవ్వడానికి ఎక్కడికి వెళ్లాలి,TravelSafety
నేను వెళ్ళిన రెస్టారెంట్ లో క్వాలిటీ అస్సలు బాలేదు దీనిపై కంప్లైంట్ ఎక్కడ చేయాలి,FoodAndDining
నేను నా పెంపుడు పిల్లిని తీసుకెళ్తున్నాను,PetTravel
flight cancel ayyindi mail ochindi kani refund status update avvatledu appudnundi check chestunnanu,TravelComplaint
కడపలో బస్సు టికెట్ బుక్ చేసుకున్నాను కానీ బస్సు రద్దయింది నా అమౌంట్ ఎప్పుడు వస్తుంది,RefundRequest
విజయవాడ నుండి వైజాగ్ వెళ్లే విమానం ఐదు గంటల పాటు ఆలస్యమైంది మాకు కనీసం మంచి నీళ్లు కూడా ఇవ్వలేదు,TravelDelay
విజయవాడలో జైన్ ఫుడ్ దొరికే మంచి రెస్టారెంట్ ఒకటి చెప్పండి,RestaurantSearch
kavali lo local market products review,LocalMarket
ప్లాట్‌ఫారమ్ కన్ఫ్యూజ్ అయ్యాను,NavigationHelp
హైదరాబాద్ లో రాత్రి 12 గంటలకి దిగాను మా ఇంటికి వెళ్ళడానికి ఏ రకమైన క్యాబ్ సేఫ్ గా ఉంటుంది,TravelSafety
Jayashankar Bhupalpally bus depot lo blind travelers ki direction signage lu unnay?,NavigationHelp
వైజాగ్ లో బీచ్ రోడ్డు,Tourism
నేను నా స్నేహితులతో కలిసి ట్రిప్ వెళ్తున్నాను ఎక్కడికి వెళ్లాలో చెప్పండి,TravelRecommendation
Bangalore to Mysore train travel app lo UPI payment option ledhu yenduku,TravelTechnology
హైదరాబాద్ నుండి వైజాగ్ కి ఫ్లైట్ ఎన్ని గంటలకు ఉంది,FlightStatus
విజయవాడలో బెస్ట్ హ్యాండీక్రాఫ్ట్స్ షాపులు ఏవి,Shopping
Peddapalli railway station lo elderly people ki special bus boarding facility unda?,AccessibilitySupport
వైల్డ్ లైఫ్ సాంచురీలో సఫారీ టైమింగ్స్ ఏవి,WildlifeTourism
Vikarabad bus station lo wheelchair users ki special entry gate unda?,AccessibilitySupport
Nellore bus stand lo display board mida bus timing wrong ga chusthondi transportation info kavali,BusStatus
Jogulamba Gadwal bus depot lo pregnant women ki medical support unda?,TravelAssistance
train cancel ayyi chala time ayyindi,TravelDisruption
వరంగల్ పబ్లిక్ గార్డెన్స్ దగ్గర నుండి వెళ్లే ఆటో డ్రైవర్లు కావాలని ఎక్కువగా వసూలు చేస్తున్నారు అడిగితే దౌర్జన్యం చేస్తున్నారు,TravelSafety
nenu wrong gate ki vachanu 10 mins lo boarding closing help,NavigationHelp
Kanakadurga temple parking fee entha car ni safe ga ekkada pettali,TravelSafety
Kothagudem bus station lo pregnant ladies ki rest room facility unda?,AccessibilitySupport
శ్రీశైలం వెళ్లే మార్గంలో హోటల్స్ ఎలా ఉంటాయి,FoodAndDining
Warangal bus stand lo wheelchair accessibility facilities gurinchi telusukovali?,AccessibilitySupport
నేను విదేశీయుడిని నా దగ్గర ఇండియన్ కరెన్సీ లేదు ఎయిర్ పోర్ట్ లో ఎక్స్ఛేంజ్ సెంటర్ ఎక్కడ ఉంది,TravelAssistance
నేను సోలో ట్రావెలర్ ని సాయంత్రం 7 గంటలకి ట్రైన్ దిగుతాను బయట వెయిటింగ్ ఎలా ఉంటుంది,TravelSafety
శ్రీశైలం లో దర్షన్ ప్లాన్,Pilgrimage
బెంగుళూరు నుండి విజయవాడ వస్తున్న వందే భారత్ ట్రైన్ నాలుగు గంటలు ఆలస్యంగా నడుస్తోంది నేను ఎయిర్ పోర్ట్ కి వెళ్ళే కనెక్టింగ్ బస్సు మిస్ అవుతాను ఇప్పుడు నా టికెట్ డబ్బులు వెనక్కి వస్తాయా,TravelDelay
Anantapur lo wheel chair vade variki andubatu lo unde lodge lu mariyu akkada toilets wheelchair friendly ga untaya?,NavigationHelp
యాత్రికుల రద్దీ వల్ల తిరుపతిలో హోటల్ గదులు దొరకడం లేదు ప్రత్యామ్నాయంగా ఎక్కడ ఉండవచ్చు,Accommodation
తిరుమల కొండ మీదకి వెళ్ళడానికి కారులో వెళ్లచ్చా లేదా ఆర్టీసీ బస్సులోనే వెళ్లాలా అక్కడ పార్కింగ్ సదుపాయం ఎలా ఉంటుంది,Transportation
Train lo ac pani cheyatledu 10 gantala journey ela cheyyali TTE ki complain chesina respond avvatledu,TravelComplaint
నా చెవిటి అబ్బాయికి బస్సు ఏ స్టేషన్లో ఆగుతుందో తెలియడం లేదు కండక్టర్ అతనికి ఏమీ వివరించడం లేదు సహాయం చేయండి,AccessibilitySupport
తిరుమలలో నాకు గది దొరకడం లేదు వేరే ఆప్షన్స్ ఏమైనా ఉన్నాయా,Accommodation
అన్నయ్య ఈరోజు వాతావరణం ఎలా ఉంటుంది మా ఊరు వెళ్ళొచ్చా,WeatherTravel
తిరుమల దర్శనం కోసం వెయిటింగ్ టైమ్ ఎలా తెలుసుకోవాలి,Pilgrimage
ఎయిర్‌పోర్ట్ లో బోర్డింగ్ గేట్ కన్ఫ్యూజ్ అయ్యాను,NavigationHelp
ఫ్లైట్ ల్యాండ్ అయిన తర్వాత ఒక గంట వరకు మా లగేజ్ రాలేదు ఎయిర్ లైన్ స్టాఫ్ ని అడిగితే మాకు తెలియదు అంటున్నారు,LuggageIssue
Wanaparthy bus depot lo pregnant ladies ki special facilities unnaya?,AccessibilitySupport
Annavaram temple gate daggara luggage storage unna,TravelAssistance
Karimnagar nundi prayaninche vruddhulu mariyu blind travelers kosam bus conductor lu special care teesukuntara?,TravelAssistance
ఏం చేయాలో అర్థం కావట్లేదు,TravelAssistance
Bus cancel ayindi alternative bus lo ticket booking process cheppandi,TicketBooking
వరంగల్ లో పర్యాటకం,Tourism
స్థానిక సంప్రదాయ వంటకాలు కావాలి,LocalCuisine
flight boarding close ayyinda,TravelDelay
అమరావతి లో సందర్శన,Tourism
బస్సులో ఎవరూ మాస్క్ వేసుకోవడం లేదు నాకు కరోనా భయంగా ఉంది,TravelSafety
వరంగల్ జాతరకు వెళ్లేటప్పుడు తీసుకోవాల్సిన జాగ్రత్తలు ఏంటి,TravelSafety
maa ammayi train lo single ga travel chestundi naku rpf number kavali safety kosam,TravelSafety
Adilabad bus depot lo elderly people ki luggage transport service unda?,TravelAssistance
నేను నా స్నేహితులతో కలిసి ట్రెక్కింగ్ వెళ్తున్నాను అక్కడ ఏమైనా పర్మిషన్ తీసుకోవాలా,TravelPlanning
శ్రీశైలం వెళ్లే మార్గంలో భారీ వర్షాల వల్ల కొండ చరియలు విరిగిపడి రోడ్డు పూర్తిగా మూసుకుపోయింది మేము ఇక్కడే బస్సులో చిక్కుకుపోయాము అధికారులు ఎవరైనా వచ్చి సహాయం చేయరా,TravelDisruption
Kamareddy railway station lo elderly travelers ki platform bridge lift unda?,AccessibilitySupport
నాకు వెజిటేరియన్ మాత్రమే ఇష్టం విజయవాడలో అలాంటి ప్యూర్ వెజ్ హోటల్స్ ఏమైనా ఉంటే చెప్పండి,FoodAndDining
andhra pradesh lo best bird watching sanctuaries,NatureTourism
నేను రైలు టికెట్ క్యాన్సిల్ చేశాను నా డబ్బులు ఎప్పుడు వస్తాయి,RefundRequest
తిరుపతిలో నేను బుక్ చేసిన హోటల్ రూమ్ లో ఏసీ పనిచేయడం లేదు కంప్లైంట్ ఎక్కడ ఇవ్వాలి,Accommodation
నెల్లూరు లో హోటల్,Accommodation
అరకులోయలో ఈకో ఫ్రెండ్లీ రిసార్ట్స్ ఏవి,EcoTourism
Jagtial bus depot lo wheelchair accessibility status entha?,AccessibilitySupport
Bus breakdown ayindi road mida stranded ga unnam help cheyyandi,TravelAssistance
నేను తిరుపతిలో ఉన్నాను ఆలయానికి ఎలా వెళ్ళాలి,NavigationHelp
ఈ బీచ్ లో సర్ఫింగ్ చేయడానికి అవకాశం ఉందా,AdventureTravel
విశాఖపట్నం ఎయిర్‌పోర్ట్‌లో ఇమ్మిగ్రేషన్ క్యూ చాలా ఎక్కువగా ఉంది నా ఫ్లైట్ బోర్డింగ్ సమయం అయిపోతుంది సిబ్బందిని ఎవరిని అడగాలి,TravelAssistance
Papikondalu boat trip ticket book chesa weather balekapothe refund isthara,TravelComplaint
విజయవాడ కనకదుర్గమ్మ గుడికి వెళ్తున్నాం రద్దీ ఎలా ఉంది,Pilgrimage
బస్సులో చోరీ జరిగింది,TravelSafety
Train lo medicines marchipoya emergency ga supply emaina possible ah,EmergencyTravel
Kakinada lo boat ride ki velthunna life jackets provide chestara,TravelSafety
మచిలీపట్నం పోర్టు దగ్గర సముద్రం పొంగుతోంది ఇప్పుడు వెళ్ళడం ప్రమాదకరమా,TravelSafety
ఈ వర్షాల వల్ల బస్సు ఎక్కడికి వెళ్లాలో తెలియక మేము అందరం వరదలో చిక్కుకుపోయాము పైన నీళ్లు పెరుగుతున్నాయి,EmergencyTravel
గేట్ నంబర్ ఎక్కడ ఉంది,NavigationHelp
Machilipatnam velle bus lo pregnant ladies ki extra safety mariyu rest kosam emaina seats reserve chestaru?,SeatSelection
రాజమండ్రిలో బోటు ప్రయాణం చేస్తూ భోజనం చేయడానికి అవకాశం ఉందా,FoodAndDining
